drug_id,compound_name_source,dili_category,identity_status,resolution_method,pubchem_query,pubchem_cid,pubchem_title,source_formula,source_molecular_weight,pubchem_candidate_count,identity_adjudication,original_smiles,standardised_isomeric_smiles,parent_inchikey,curated_formula,curated_molecular_weight,curated_heavy_atoms,curated_amide_bonds,curation_flags,eligibility,exclusion_code,review_status
LT00361,Cupric chloride,vNo-DILI-concern,resolved,exact-name,Cupric chloride,24014.0,Cupric Chloride,Cl2Cu,134.45,1.0,exact-title-among-candidates,Cl[Cu]Cl,,,,,,,,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00380,Cyclosporine,vMost-DILI-concern,resolved,exact-name,Cyclosporine,5284373.0,Cyclosporin A,C62H111N11O12,1202.6,1.0,unique-pubchem-name-result,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,,,,1202.6349999999982,85.0,11.0,PEPTIDE_OR_PEPTIDOMIMETIC_RULE,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00438,Corticorelin ovine triflutate,vNo-DILI-concern,resolved,exact-name,Corticorelin ovine triflutate,16132344.0,Corticorelin Ovine Triflutate,C205H339N59O63S,4670.0,1.0,exact-title-among-candidates,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)N,,,,4670.383999999984,328.0,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00439,Sodium thiosulfate,vNo-DILI-concern,resolved,exact-name,Sodium thiosulfate,24477.0,Sodium Thiosulfate,Na2O3S2,158.11,1.0,exact-title-among-candidates,[O-]S(=O)(=S)[O-].[Na+].[Na+],,,,,,,,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00460,Triptorelin pamoate,vLess-DILI-concern,resolved,exact-name,Triptorelin pamoate,25074469.0,Triptorelin Pamoate,C87H98N18O19,1699.8,1.0,exact-title-among-candidates,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,,,,1311.4730000000006,95.0,11.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00465,Nesiritide,vNo-DILI-concern,resolved,exact-name,Nesiritide,71308561.0,Nesiritide,C143H244N50O42S4,3464.0,1.0,exact-title-among-candidates,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC4=CNC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO,,,,3464.1009999999937,239.0,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00475,Ganirelix acetate,vNo-DILI-concern,resolved,exact-name,Ganirelix acetate,23724914.0,Ganirelix Acetate,C84H121ClN18O17,1690.4,1.0,exact-title-among-candidates,CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC.CC(=O)O.CC(=O)O,,,,1570.35,112.0,11.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00477,Gemtuzumab ozogamicin,vMost-DILI-concern,unresolved,unresolved,Gemtuzumab ozogamicin,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00492,Pramlintide acetate,vNo-DILI-concern,resolved,exact-name,Pramlintide acetate,118984456.0,Pramlintide Acetate,C173H271N51O55S2,4009.0,1.0,exact-title-among-candidates,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CNC=N6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]8CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N8)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N.CC(=O)O,,,,3949.4549999999854,277.0,,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00493,Lanthanum carbonate,vNo-DILI-concern,resolved,exact-name,Lanthanum carbonate,168924.0,Lanthanum carbonate anhydrous,C3La2O9,457.84,1.0,unique-pubchem-name-result,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],,,,,,,MANUAL_REVIEW:POLYMER_OR_UNRESOLVED_INORGANIC: lanthanum carbonate requires the essential metal and has no organic active parent,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00528,Gadofosveset trisodium,vNo-DILI-concern,resolved,exact-name,Gadofosveset trisodium,73049652.0,Gadofosveset Trisodium,C33H38GdN3Na3O14P,957.9,1.0,exact-title-among-candidates,C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3],,,,,,,MANUAL_REVIEW:POLYMER_OR_UNRESOLVED_INORGANIC: gadofosveset requires intact gadolinium coordination,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00537,Exenatide synthetic,vNo-DILI-concern,resolved,exact-name,Exenatide synthetic,45588096.0,Exenatide,C184H282N50O60S,4187.0,1.0,unique-pubchem-name-result,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC9=CNC=N9)N,,,,4186.6369999999815,295.0,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00545,Dimenhydrinate,vNo-DILI-concern,resolved,exact-name,Dimenhydrinate,10660.0,Dimenhydrinate,C24H28ClN5O3,470.0,1.0,exact-title-among-candidates,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,,,,,,,MANUAL_REVIEW:MIXTURE_OR_COMBINATION: dimenhydrinate is a two-active-component complex,False,MIXTURE_OR_COMBINATION,rules-applied-pending-independent-review
LT00568,Ivermectin,vLess-DILI-concern,unresolved,unresolved,Ivermectin,,,,,,,,,,,,,,MANUAL_REVIEW:MIXTURE_OR_COMBINATION: ivermectin is a multi-component avermectin mixture,False,MIXTURE_OR_COMBINATION,rules-applied-pending-independent-review
LT00650,Ferumoxytol,vNo-DILI-concern,resolved,exact-name,Ferumoxytol,6432052.0,Ferumoxytol,Fe3O4,231.53,1.0,exact-title-among-candidates,[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3],,,,,,,,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00669,Romidepsin,vNo-DILI-concern,resolved,exact-name,Romidepsin,5352062.0,Romidepsin,C24H36N4O6S2,540.7,1.0,exact-title-among-candidates,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,,,,,,,MANUAL_REVIEW:BIOLOGIC_OR_MACROMOLECULE: romidepsin is a cyclic depsipeptide,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00674,Pancrelipase,vNo-DILI-concern,unresolved,unresolved,Pancrelipase,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00683,Ecallantide,vNo-DILI-concern,resolved,exact-name,Ecallantide,44152182.0,Ecallantide,C305H442N88O91S8,7054.0,1.0,exact-title-among-candidates,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)[C@H](C)O)CC1=CC=CC=C1)[C@@H](C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O,,,,7053.951999999993,492.0,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00684,Divalproex sodium,vMost-DILI-concern,resolved,exact-name,Divalproex sodium,23663956.0,Divalproex Sodium,C16H31NaO4,310.4,1.0,exact-title-among-candidates,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,C8H16O2,144.214,10.0,0.0,MANUAL_ACTIVE_MOIETY_OVERRIDE,False,DUPLICATE_PARENT,rules-applied-pending-independent-review
LT00695,Dermatan,vMost-DILI-concern,unresolved,unresolved,Dermatan,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00711,Aminophylline,vNo-DILI-concern,resolved,exact-name,Aminophylline,9433.0,Aminophylline,C16H24N10O4,420.43,1.0,exact-title-among-candidates,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,C7H8N4O2,180.167,13.0,0.0,SALT_OR_MULTICOMPONENT_SOURCE,False,DUPLICATE_PARENT,rules-applied-pending-independent-review
LT00725,Hyaluronidase,vNo-DILI-concern,unresolved,unresolved,Hyaluronidase,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00728,Protamine sulfate,vNo-DILI-concern,unresolved,unresolved,Protamine sulfate,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00751,Thyrotropin alfa,vNo-DILI-concern,unresolved,unresolved,Thyrotropin alfa,,,,,,,,,,,,,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00801,Sodium polystyrene sulfonate,vNo-DILI-concern,unresolved,unresolved,Sodium polystyrene sulfonate,,,,,,,,,,,,,,,False,POLYMER_OR_UNRESOLVED_INORGANIC,rules-applied-pending-independent-review
LT00805,Phentermine resin complex,vLess-DILI-concern,resolved,salt-suffix-fallback,Phentermine resin,4771.0,Phentermine,C10H15N,149.23,1.0,unique-pubchem-name-result,CC(C)(CC1=CC=CC=C1)N,,,,,,,MANUAL_REVIEW:IDENTITY_UNRESOLVED: resin complex cannot be represented by the fallback phentermine parent,False,IDENTITY_UNRESOLVED,rules-applied-pending-independent-review
LT00827,Oxytocin,vNo-DILI-concern,resolved,exact-name,Oxytocin,439302.0,Oxytocin,C43H66N12O12S2,1007.2,1.0,exact-title-among-candidates,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,,,,1007.2069999999992,69.0,11.0,PEPTIDE_OR_PEPTIDOMIMETIC_RULE,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00855,Cosyntropin,vNo-DILI-concern,resolved,exact-name,Cosyntropin,16129617.0,Cosyntropin,C136H210N40O31S,2933.4,1.0,exact-title-among-candidates,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C(CO)N,,,,2933.4919999999925,208.0,,,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
LT00869,Pentagastrin,vNo-DILI-concern,resolved,exact-name,Pentagastrin,9853654.0,Pentagastrin,C37H49N7O9S,767.9,1.0,exact-title-among-candidates,CC(C)(C)OC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,,,,767.9060000000001,54.0,6.0,PEPTIDE_OR_PEPTIDOMIMETIC_RULE,False,BIOLOGIC_OR_MACROMOLECULE,rules-applied-pending-independent-review
