drug_id,compound_name_source,dili_category,identity_status,resolution_method,pubchem_query,pubchem_cid,pubchem_title,source_formula,source_molecular_weight,pubchem_candidate_count,identity_adjudication,original_smiles,standardised_isomeric_smiles,parent_inchikey,curated_formula,curated_molecular_weight,curated_heavy_atoms,curated_amide_bonds,curation_flags,eligibility,exclusion_code,review_status
LT00199,Ibuprofen,vLess-DILI-concern,resolved,exact-name,Ibuprofen,3672.0,"Ibuprofen, (+-)-",C13H18O2,206.28,1.0,unique-pubchem-name-result,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.285,15.0,0.0,,True,,rules-applied-pending-independent-review
LT00263,Anastrozole,vLess-DILI-concern,resolved,exact-name,Anastrozole,2187.0,Anastrozole,C17H19N5,293.4,1.0,exact-title-among-candidates,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,YBBLVLTVTVSKRW-UHFFFAOYSA-N,C17H19N5,293.374,22.0,0.0,,True,,rules-applied-pending-independent-review
LT00264,Rabeprazole sodium,vLess-DILI-concern,resolved,exact-name,Rabeprazole sodium,14720269.0,Rabeprazole Sodium,C18H20N3NaO3S,381.4,1.0,exact-title-among-candidates,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,C18H21N3O3S,359.4510000000002,25.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00266,Tolazamide,vLess-DILI-concern,resolved,exact-name,Tolazamide,5503.0,Tolazamide,C14H21N3O3S,311.4,1.0,exact-title-among-candidates,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,OUDSBRTVNLOZBN-UHFFFAOYSA-N,C14H21N3O3S,311.4070000000001,21.0,2.0,,True,,rules-applied-pending-independent-review
LT00280,Busulfan,vMost-DILI-concern,resolved,exact-name,Busulfan,2478.0,Busulfan,C6H14O6S2,246.3,1.0,exact-title-among-candidates,CS(=O)(=O)OCCCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,C6H14O6S2,246.306,14.0,0.0,,True,,rules-applied-pending-independent-review
LT00332,Verapamil hydrochloride,vLess-DILI-concern,resolved,exact-name,Verapamil hydrochloride,62969.0,Verapamil Hydrochloride,C27H39ClN2O4,491.1,1.0,exact-title-among-candidates,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,C27H38N2O4,454.6110000000003,33.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00399,Fludrocortisone acetate,vNo-DILI-concern,resolved,exact-name,Fludrocortisone acetate,225609.0,Fludrocortisone Acetate,C23H31FO6,422.5,1.0,exact-title-among-candidates,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,AAXVEMMRQDVLJB-BULBTXNYSA-N,C21H29FO5,380.4560000000001,27.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00429,Oxaprozin,vLess-DILI-concern,resolved,exact-name,Oxaprozin,4614.0,Oxaprozin,C18H15NO3,293.3,1.0,exact-title-among-candidates,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,C18H15NO3,293.32199999999995,22.0,0.0,,True,,rules-applied-pending-independent-review
LT00511,Atropine,vNo-DILI-concern,resolved,exact-name,Atropine,174174.0,Npc209773,C17H23NO3,289.4,1.0,unique-pubchem-name-result,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-PJPHBNEVSA-N,C17H23NO3,289.375,21.0,0.0,,True,,rules-applied-pending-independent-review
LT00562,Ifosfamide,vLess-DILI-concern,resolved,exact-name,Ifosfamide,3690.0,Ifosfamide,C7H15Cl2N2O2P,261.08,1.0,exact-title-among-candidates,C1CN(P(=O)(OC1)NCCCl)CCCl,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,C7H15Cl2N2O2P,261.08899999999994,14.0,0.0,,True,,rules-applied-pending-independent-review
LT00563,Deferasirox,vMost-DILI-concern,resolved,exact-name,Deferasirox,214348.0,Deferasirox,C21H15N3O4,373.4,1.0,exact-title-among-candidates,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-N,C21H15N3O4,373.3680000000001,28.0,0.0,,True,,rules-applied-pending-independent-review
LT00590,Fesoterodine fumarate,vNo-DILI-concern,resolved,exact-name,Fesoterodine fumarate,9849808.0,Fesoterodine Fumarate,C30H41NO7,527.6,1.0,exact-title-among-candidates,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,DCCSDBARQIPTGU-HSZRJFAPSA-N,C26H37NO3,411.5860000000001,30.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00593,Naproxen,vLess-DILI-concern,resolved,exact-name,Naproxen,156391.0,Naproxen,C14H14O3,230.26,1.0,exact-title-among-candidates,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,C14H14O3,230.263,17.0,0.0,,True,,rules-applied-pending-independent-review
LT00606,Pantoprazole sodium,vLess-DILI-concern,resolved,exact-name,Pantoprazole sodium,15008962.0,Pantoprazole Sodium,C16H14F2N3NaO4S,405.4,1.0,exact-title-among-candidates,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+],COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,C16H15F2N3O4S,383.3760000000001,26.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00613,Primaquine phosphate,vNo-DILI-concern,resolved,exact-name,Primaquine phosphate,6135.0,Primaquine Diphosphate,C15H27N3O9P2,455.34,1.0,unique-pubchem-name-result,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,COc1cc(NC(C)CCCN)c2ncccc2c1,INDBQLZJXZLFIT-UHFFFAOYSA-N,C15H21N3O,259.353,19.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00644,Clevidipine,vNo-DILI-concern,resolved,exact-name,Clevidipine,153994.0,"3,5-Pyridinedicarboxylic acid, 4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-, 3-methyl 5-((1-oxobutoxy)methyl) ester",C21H23Cl2NO6,456.3,1.0,unique-pubchem-name-result,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N,C21H23Cl2NO6,456.3220000000001,30.0,0.0,,True,,rules-applied-pending-independent-review
LT00648,Zaleplon,vNo-DILI-concern,resolved,exact-name,Zaleplon,5719.0,Zaleplon,C17H15N5O,305.33,1.0,exact-title-among-candidates,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,HUNXMJYCHXQEGX-UHFFFAOYSA-N,C17H15N5O,305.34100000000007,23.0,1.0,,True,,rules-applied-pending-independent-review
LT00671,Dronedarone hydrochloride,vMost-DILI-concern,resolved,exact-name,Dronedarone hydrochloride,219025.0,Dronedarone Hydrochloride,C31H45ClN2O5S,593.2,1.0,exact-title-among-candidates,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,C31H44N2O5S,556.7690000000003,39.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00682,Dexchlorpheniramine maleate,vNo-DILI-concern,resolved,exact-name,Dexchlorpheniramine maleate,5281070.0,Dexchlorpheniramine Maleate,C20H23ClN2O4,390.9,1.0,exact-title-among-candidates,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-HNNXBMFYSA-N,C16H19ClN2,274.795,19.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00740,Dyphylline,vNo-DILI-concern,resolved,exact-name,Dyphylline,3182.0,Diprophylline,C10H14N4O4,254.24,1.0,unique-pubchem-name-result,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,C10H14N4O4,254.246,18.0,0.0,,True,,rules-applied-pending-independent-review
LT00781,Mecamylamine hydrochloride,vNo-DILI-concern,resolved,exact-name,Mecamylamine hydrochloride,13221.0,Mecamylamine Hydrochloride,C11H22ClN,203.75,1.0,exact-title-among-candidates,CC1(C2CCC(C2)C1(C)NC)C.Cl,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,C11H21N,167.296,12.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00802,Dichlorphenamide,vNo-DILI-concern,resolved,exact-name,Dichlorphenamide,3038.0,Dichlorphenamide,C6H6Cl2N2O4S2,305.2,1.0,exact-title-among-candidates,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,GJQPMPFPNINLKP-UHFFFAOYSA-N,C6H6Cl2N2O4S2,305.16400000000004,16.0,0.0,,True,,rules-applied-pending-independent-review
LT00817,Biperiden hydrochloride,vNo-DILI-concern,resolved,exact-name,Biperiden hydrochloride,92151.0,Biperiden Hydrochloride,C21H30ClNO,347.9,1.0,exact-title-among-candidates,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE-UHFFFAOYSA-N,C21H29NO,311.469,23.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00838,Metyrapone,vNo-DILI-concern,resolved,exact-name,Metyrapone,4174.0,Metyrapone,C14H14N2O,226.27,1.0,exact-title-among-candidates,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,CC(C)(C(=O)c1cccnc1)c1cccnc1,FJLBFSROUSIWMA-UHFFFAOYSA-N,C14H14N2O,226.279,17.0,0.0,,True,,rules-applied-pending-independent-review
LT00894,Fluorescein sodium,vNo-DILI-concern,resolved,exact-name,Fluorescein sodium,10608.0,Sodium Fluorescein,C20H10Na2O5,376.3,1.0,unique-pubchem-name-result,C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)[O-])C(=O)[O-].[Na+].[Na+],O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,C20H12O5,332.31100000000004,25.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT00925,Alfentanil hydrochloride,vNo-DILI-concern,resolved,exact-name,Alfentanil hydrochloride,64761.0,Alfentanil Hydrochloride,C21H33ClN6O3,453.0,1.0,exact-title-among-candidates,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,IDBPHNDTYPBSNI-UHFFFAOYSA-N,C21H32N6O3,416.5260000000002,30.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01002,Repaglinide,vLess-DILI-concern,resolved,exact-name,Repaglinide,65981.0,Repaglinide,C27H36N2O4,452.6,1.0,exact-title-among-candidates,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,C27H36N2O4,452.5950000000003,33.0,1.0,,True,,rules-applied-pending-independent-review
LT01054,Frovatriptan succinate,vNo-DILI-concern,resolved,exact-name,Frovatriptan succinate,152943.0,Frovatriptan Succinate,C18H25N3O6,379.4,1.0,exact-title-among-candidates,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O.O,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,XPSQPHWEGNHMSK-SECBINFHSA-N,C14H17N3O,243.31,18.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01072,Levothyroxine sodium,vLess-DILI-concern,resolved,exact-name,Levothyroxine sodium,23666112.0,Levothyroxine Sodium,C15H10I4NNaO4,798.85,1.0,exact-title-among-candidates,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+],N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,C15H11I4NO4,776.872,24.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01088,Zoledronic acid,vLess-DILI-concern,resolved,exact-name,Zoledronic acid,68740.0,Zoledronic Acid,C5H10N2O7P2,272.09,1.0,exact-title-among-candidates,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,XRASPMIURGNCCH-UHFFFAOYSA-N,C5H10N2O7P2,272.09,16.0,0.0,,True,,rules-applied-pending-independent-review
LT01123,Benztropine mesylate,vNo-DILI-concern,resolved,exact-name,Benztropine mesylate,238053.0,Benztropine mesylate,C22H29NO4S,403.5,3.0,exact-title-among-candidates,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,CN1[C@@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,GIJXKZJWITVLHI-YOFSQIOKSA-N,C21H25NO,307.437,23.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01152,Cabergoline,vNo-DILI-concern,resolved,exact-name,Cabergoline,54746.0,Cabergoline,C26H37N5O2,451.6,1.0,exact-title-among-candidates,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,KORNTPPJEAJQIU-KJXAQDMKSA-N,C26H37N5O2,451.6150000000002,33.0,3.0,,True,,rules-applied-pending-independent-review
LT01188,Darifenacin hydrobromide,vNo-DILI-concern,resolved,exact-name,Darifenacin hydrobromide,444030.0,Darifenacin Hydrobromide,C28H31BrN2O2,507.5,1.0,exact-title-among-candidates,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,HXGBXQDTNZMWGS-RUZDIDTESA-N,C28H30N2O2,426.56000000000034,32.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01243,Darunavir,vMost-DILI-concern,resolved,exact-name,Darunavir,213039.0,Darunavir,C27H37N3O7S,547.7,1.0,exact-title-among-candidates,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,C27H37N3O7S,547.6740000000003,38.0,1.0,,True,,rules-applied-pending-independent-review
LT01267,Everolimus,vLess-DILI-concern,resolved,exact-name,Everolimus,6442177.0,Everolimus,C53H83NO14,958.2,1.0,exact-title-among-candidates,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,HKVAMNSJSFKALM-GKUWKFKPSA-N,C53H83NO14,958.24,68.0,1.0,,True,,rules-applied-pending-independent-review
LT01318,Droxicam,vMost-DILI-concern,resolved,exact-name,Droxicam,65679.0,Droxicam,C16H11N3O5S,357.3,1.0,exact-title-among-candidates,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,OEHFRZLKGRKFAS-UHFFFAOYSA-N,C16H11N3O5S,357.34700000000004,25.0,0.0,,True,,rules-applied-pending-independent-review
LT01342,Estramustine phosphate sodium,vMost-DILI-concern,resolved,exact-name,Estramustine phosphate sodium,444000.0,Estramustine Phosphate Sodium,C23H30Cl2NNa2O6P,564.3,1.0,exact-title-among-candidates,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,C23H32Cl2NO6P,520.3900000000003,33.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01345,Ethambutol hydrochloride,vMost-DILI-concern,resolved,exact-name,Ethambutol hydrochloride,14051.0,Ethambutol Hydrochloride,C10H26Cl2N2O2,277.23,1.0,exact-title-among-candidates,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,CC[C@@H](CO)NCCN[C@@H](CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N,C10H24N2O2,204.314,14.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01359,Exifone,vMost-DILI-concern,resolved,exact-name,Exifone,40399.0,Exifone,C13H10O7,278.21,1.0,exact-title-among-candidates,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,C13H10O7,278.21599999999995,20.0,0.0,,True,,rules-applied-pending-independent-review
